token_id,token
1950,Ġtak
1951,Ġsame
1952,Ġfresh
1953,ale
1954,Ġdrop
1955,Ġreach
1956,quarter
1957,Ġseries
1958,Ġapplic
1959,Ġsettle
1960,Ġpolitical
1961,Ġemploy
1962,Ġjour
1963,ember
1964,Ġgoing
1965,estern
1966,Ġcharges
1967,Ġkerry
1968,Ġathlet
1969,Ġinformation
1970,iver
1971,Ġos
1972,Ġhug
1973,Ġrequ
1974,Ġproble
1975,ages
1976,Ġagency
1977,Ġtrade
1978,Ġorder
1979,Ġorgan
1980,Ġaccused
1981,ounded
1982,Ġbecome
1983,Ġresearchers
1984,Ġprotest
1985,Ġtelev
1986,Ġconnect
1987,oon
1988,td
1989,Ġwater
1990,Ġport
1991,Ġpull
1992,Ġhund
1993,Ġstor
1994,Ġrise
1995,que
1996,Ġafghan
1997,raft
1998,Ġquest
1999,Ġsaying
