sample_id,split,class_index
1662,train,2
10306,train,2
2776,train,1
12425,train,4
10758,train,1
9804,train,4
1452,train,4
1096,train,1
5374,train,1
3303,train,4
13967,train,2
10005,train,3
10260,train,1
13473,train,2
8477,train,1
10838,train,4
2699,train,4
4032,train,4
889,train,4
11511,train,4
9693,train,4
2501,train,1
8407,train,1
2885,train,2
6651,train,1
10274,train,1
3232,train,1
11040,train,3
202,train,4
9760,train,2
9747,train,3
7429,train,4
1301,train,2
9119,train,4
1314,train,4
3768,train,3
4771,train,3
7120,train,2
980,train,1
6417,train,3
9100,train,1
4216,train,4
4693,train,4
9392,train,4
9511,train,3
9048,train,4
8430,train,2
9090,train,4
12471,train,1
7700,train,2
4930,train,3
9059,train,4
3488,train,4
5478,train,3
640,train,2
8568,train,2
5604,train,2
5277,train,1
11123,train,4
11141,train,4
5392,train,3
10847,train,2
5854,train,1
2667,train,4
1492,train,3
1039,train,3
14617,train,3
13883,train,3
11287,train,4
542,train,3
7448,train,4
6887,train,3
11343,train,3
1745,train,4
8779,train,4
812,train,4
440,train,4
3751,train,4
8080,train,4
6902,train,3
6421,train,1
3860,train,1
11880,train,2
9902,train,4
99,train,4
9356,train,2
13052,train,3
9572,train,4
9979,train,4
10993,train,3
12107,train,4
5794,train,4
1079,train,1
1294,train,1
6548,train,2
11854,train,4
5181,train,4
9741,train,3
1715,train,4
13114,train,2
5515,train,1
10545,train,3
11221,train,2
10039,train,4
4367,train,4
9647,train,1
11960,train,4
11163,train,1
4414,train,1
11969,train,2
12264,train,1
6467,train,2
9279,train,4
6787,train,2
7654,train,4
5695,train,3
9387,train,4
11093,train,2
5545,train,2
4706,train,2
7032,train,3
69,train,3
3466,train,2
7652,train,3
6131,train,2
6375,train,2
5284,train,4
11805,train,4
62,train,3
11541,train,2
2926,train,3
6266,train,3
8026,train,3
1816,train,3
7829,train,2
8180,train,3
3110,train,3
12346,train,1
4381,train,4
3461,train,1
3152,train,4
11537,train,3
4654,train,1
541,train,3
12363,train,2
1705,train,4
1717,train,2
7456,train,2
10995,train,4
11651,train,4
12731,train,2
6904,train,3
10378,train,2
760,train,4
449,train,2
1051,train,2
10879,train,4
784,train,3
4089,train,1
8164,train,3
4851,train,3
11109,train,3
13374,train,1
9300,train,3
8140,train,4
7153,train,3
10408,train,2
11603,train,3
2039,train,2
4988,train,1
4453,train,3
8813,train,2
8223,train,3
7886,train,2
10503,train,4
10840,train,4
12277,train,1
1466,train,3
7472,train,4
4436,train,3
2720,train,2
13811,train,3
7000,train,3
13736,train,1
7139,train,1
2761,train,4
8073,train,1
12132,train,2
4348,train,3
1472,train,1
2340,train,1
1224,train,2
13527,train,2
8870,train,2
570,train,1
9634,train,3
1868,train,4
11696,train,2
7104,train,1
10623,train,3
11074,train,1
12410,train,1
2823,train,3
6590,train,2
13230,train,1
3782,train,2
2653,train,2
9044,train,4
11751,train,3
11720,train,3
12618,train,1
1987,train,4
4557,train,4
2364,train,3
10213,train,1
9805,train,4
1703,train,3
366,train,4
11106,train,1
746,train,2
1094,train,1
3312,train,4
9949,train,4
7761,train,2
1631,train,3
12308,train,1
1961,train,2
9304,train,2
2530,train,2
10480,train,1
2410,train,2
11344,train,3
7043,train,2
2234,train,2
1458,train,3
1346,train,1
9605,train,1
4240,train,4
8440,train,3
6378,train,1
10952,train,4
9349,train,3
362,train,4
9683,train,1
5861,train,1
511,train,1
7981,train,2
16,train,3
9310,train,2
7614,train,3
3017,train,4
13381,train,2
9088,train,3
11333,train,4
6327,train,3
2799,train,3
10149,train,4
7797,train,4
2843,train,4
1964,train,1
5224,train,3
705,train,1
8466,train,2
3933,train,3
1470,train,4
12672,train,3
5099,train,4
2369,train,2
8239,train,3
12476,train,3
5122,train,2
2598,train,3
10195,train,4
7911,train,1
5964,train,1
4377,train,2
5209,train,3
2702,train,4
4991,train,1
8752,train,1
13321,train,1
5452,train,1
9983,train,4
10547,train,3
10036,train,4
1034,train,3
6536,train,1
8490,train,3
11739,train,4
2485,train,1
12251,train,1
11576,train,3
3301,train,4
7487,train,3
12651,train,3
8932,train,3
5697,train,4
10693,train,2
11808,train,4
11773,train,1
14197,train,3
1998,train,1
11181,train,4
9870,train,4
6732,train,2
9455,train,4
8826,train,3
2749,train,2
4109,train,4
6449,train,2
948,train,3
11605,train,1
4079,train,1
1107,train,4
9436,train,3
3610,train,2
13525,train,1
1088,train,2
10865,train,3
6184,train,2
8145,train,2
10044,train,4
7859,train,3
11116,train,2
6557,train,1
1952,train,1
11153,train,2
2631,train,3
3980,train,3
8862,train,4
4718,train,2
7852,train,1
12801,train,1
1349,train,4
3726,train,1
868,train,3
7944,train,1
13591,train,2
12022,train,3
659,train,1
3939,train,2
4767,train,4
2801,train,3
3631,train,1
10553,train,4
7571,train,4
11198,train,1
1902,train,4
5907,train,1
4411,train,3
2252,train,2
2724,train,3
11386,train,2
12838,train,2
9328,train,2
10975,train,4
5473,train,3
11231,train,4
9103,train,3
448,train,2
1972,train,4
4500,train,3
4780,train,2
12964,train,2
5282,train,1
8497,train,3
3817,train,3
10153,train,1
12635,train,1
7523,train,4
1650,train,3
8830,train,3
9084,train,3
5655,train,4
6200,train,4
11063,train,4
2329,train,1
3684,train,1
3647,train,4
11550,train,2
2817,train,4
13901,train,2
7384,train,4
2798,train,3
3766,train,1
8345,train,1
12699,train,2
1955,train,3
3526,train,1
7793,train,1
998,train,4
11082,train,3
9654,train,3
879,train,1
6285,train,1
1594,train,3
11860,train,1
372,train,4
6303,train,2
3637,train,3
8173,train,1
2961,train,2
13614,train,3
7630,train,3
12462,train,4
7821,train,4
13931,train,2
4566,train,2
4234,train,4
5208,train,3
8929,train,1
8229,train,2
8616,train,1
494,train,1
9707,train,4
8033,train,4
10714,train,2
1835,train,1
7692,train,3
13138,train,2
11211,train,3
6159,train,1
6383,train,1
10963,train,3
6734,train,2
397,train,4
2279,train,2
12850,train,2
8991,train,3
12317,train,1
666,train,1
4614,train,3
3565,train,1
3562,train,1
7808,train,3
1700,train,1
7990,train,4
5357,train,4
10887,train,4
11147,train,2
9277,train,4
10001,train,2
2771,train,4
0,train,3
8595,train,3
10278,train,1
7673,train,4
9734,train,1
13165,train,4
10022,train,4
13095,train,1
11972,train,4
6145,train,4
9501,train,1
5767,train,1
5472,train,2
5987,train,2
4143,train,3
3225,train,1
245,train,4
9068,train,3
14238,train,3
7301,train,1
1785,train,4
13974,train,2
11645,train,1
12380,train,2
5132,train,3
10127,train,3
2336,train,1
10037,train,3
1716,train,2
6535,train,2
9724,train,1
712,train,4
1666,train,3
192,train,4
14190,train,3
3353,train,2
4915,train,4
3096,train,1
8801,train,4
12344,train,2
10307,train,2
337,train,4
11358,train,3
8914,train,3
11901,train,3
13498,train,2
7159,train,2
11461,train,3
1033,train,1
4430,train,2
9488,train,3
3323,train,1
12746,train,1
11560,train,3
12763,train,3
787,train,4
7154,train,3
13112,train,2
6844,train,3
8013,train,1
593,train,2
7603,train,2
249,train,4
9363,train,1
11698,train,2
10775,train,4
9144,train,4
7517,train,3
4574,train,2
9065,train,3
2992,train,2
6376,train,2
8601,train,2
9108,train,2
10479,train,3
5395,train,3
2463,train,1
5023,train,3
7398,train,4
3153,train,4
636,train,4
14147,train,3
13492,train,2
1924,train,1
7288,train,2
2169,train,3
8520,train,2
8780,train,4
6133,train,3
10304,train,2
5981,train,1
2461,train,1
4312,train,4
6989,train,4
391,train,4
10510,train,4
3378,train,1
8366,train,3
11331,train,1
438,train,4
11547,train,3
7800,train,4
118,train,4
6211,train,1
1316,train,1
1111,train,2
1238,train,2
12899,train,4
7735,train,4
5537,train,1
6052,train,2
257,train,4
10101,train,2
6892,train,2
13681,train,3
5324,train,2
5863,train,2
12184,train,4
5553,train,2
6239,train,4
12782,train,2
1102,train,4
13514,train,1
4266,train,4
7481,train,3
1021,train,4
2096,train,2
6444,train,2
5144,train,2
11682,train,1
11409,train,2
7532,train,3
113,train,4
4062,train,2
8555,train,4
709,train,3
9049,train,4
8165,train,3
5055,train,1
9469,train,1
7962,train,4
8791,train,3
4037,train,4
429,train,4
8728,train,1
5776,train,3
6479,train,1
3963,train,1
5516,train,1
6031,train,2
2857,train,3
12111,train,2
4130,train,2
13064,train,2
13826,train,2
3121,train,4
934,train,3
1272,train,1
11031,train,1
6237,train,3
5200,train,2
7831,train,2
9590,train,3
12734,train,1
12347,train,1
3651,train,3
8493,train,1
2549,train,3
7459,train,1
1052,train,1
13733,train,1
1196,train,3
190,train,4
9703,train,4
10173,train,1
9221,train,4
7204,train,4
11525,train,3
369,train,4
7177,train,2
11443,train,4
5223,train,1
10331,train,4
108,train,4
11963,train,2
8387,train,4
12577,train,4
727,train,3
10104,train,2
3490,train,2
4265,train,4
3390,train,1
9250,train,4
7889,train,1
1389,train,4
5141,train,4
3670,train,2
7044,train,3
7818,train,1
13394,train,1
9892,train,4
5117,train,2
11944,train,1
7023,train,2
11258,train,3
295,train,4
724,train,1
11916,train,4
906,train,1
6246,train,3
3457,train,2
13513,train,3
3900,train,3
12588,train,3
8561,train,3
13475,train,2
186,train,4
14149,train,3
5289,train,1
11024,train,3
4485,train,1
5670,train,2
5872,train,2
5925,train,1
2067,train,4
183,train,4
290,train,4
8736,train,2
933,train,1
4270,train,2
14013,train,2
4540,train,1
1904,train,4
888,train,3
12343,train,2
6056,train,3
2907,train,3
14303,train,3
10727,train,2
504,train,1
1958,train,4
12854,train,1
11793,train,1
56,train,3
9247,train,1
9672,train,1
3141,train,3
10593,train,4
1532,train,1
6387,train,3
12623,train,4
5707,train,1
6576,train,3
12550,train,2
5493,train,2
7253,train,3
6876,train,3
1994,train,3
5698,train,4
669,train,3
486,train,2
4828,train,1
14282,train,3
13649,train,2
4086,train,1
696,train,3
1612,train,3
10314,train,1
12115,train,2
1162,train,1
12125,train,1
6502,train,4
9322,train,1
5972,train,4
8683,train,4
2660,train,1
11364,train,1
9624,train,1
13280,train,2
12024,train,2
1763,train,2
10716,train,4
10741,train,4
1256,train,2
11295,train,1
5956,train,1
301,train,4
9092,train,2
9379,train,1
3809,train,1
8111,train,1
8706,train,4
4494,train,2
13163,train,1
9236,train,1
5068,train,2
8492,train,1
3426,train,4
13379,train,1
3653,train,3
13822,train,2
10372,train,1
10047,train,2
6054,train,2
10835,train,3
32,train,3
1663,train,2
7067,train,3
3678,train,1
10088,train,2
8793,train,4
7193,train,3
4078,train,1
4469,train,2
3593,train,2
8742,train,1
8212,train,1
8730,train,3
12159,train,3
2331,train,1
1625,train,1
5207,train,3
1356,train,4
5171,train,1
5128,train,3
983,train,1
8019,train,2
2373,train,2
6104,train,2
7077,train,4
1259,train,4
11803,train,4
13944,train,2
1234,train,4
11867,train,1
2022,train,3
12247,train,2
5993,train,1
9822,train,4
1676,train,4
10146,train,1
620,train,3
4180,train,3
11437,train,2
6400,train,2
9010,train,4
10893,train,1
9315,train,2
8571,train,3
9192,train,2
9585,train,3
13622,train,1
6451,train,3
12463,train,1
444,train,4
10217,train,2
11475,train,4
5333,train,4
5157,train,4
5930,train,4
14139,train,3
275,train,4
12638,train,2
3212,train,1
6723,train,1
12165,train,2
10080,train,3
10069,train,4
12631,train,3
11990,train,2
8464,train,3
3218,train,1
7874,train,4
2512,train,1
6984,train,1
10730,train,3
3542,train,1
8805,train,1
5394,train,2
7657,train,2
150,train,4
6689,train,2
941,train,4
2271,train,4
9039,train,3
2167,train,1
11170,train,3
995,train,3
13330,train,1
8773,train,2
8128,train,1
2319,train,3
2143,train,1
8262,train,4
5219,train,3
10854,train,2
4830,train,4
5299,train,1
1738,train,3
6805,train,2
5559,train,2
7726,train,3
4873,train,1
13088,train,3
9645,train,1
9080,train,2
7779,train,1
1685,train,4
336,train,4
1428,train,3
7239,train,2
10436,train,4
4378,train,2
13241,train,2
4118,train,4
10430,train,3
10953,train,2
1760,train,2
14029,train,2
11434,train,1
1403,train,3
1814,train,4
2110,train,3
9937,train,1
8856,train,3
3830,train,4
2983,train,2
409,train,4
4151,train,3
10201,train,2
4330,train,1
6015,train,1
3242,train,4
604,train,2
7970,train,3
1926,train,1
468,train,2
3800,train,2
3188,train,4
8186,train,1
5259,train,1
11459,train,3
11276,train,2
6152,train,1
12453,train,2
5816,train,2
12807,train,3
5083,train,1
2974,train,3
1597,train,4
4763,train,4
12246,train,2
12938,train,2
3895,train,3
3354,train,1
2956,train,3
8897,train,1
13659,train,1
6023,train,2
11246,train,1
13423,train,2
3280,train,4
8230,train,2
9924,train,4
11419,train,3
13417,train,1
7294,train,3
2239,train,1
12226,train,4
8899,train,1
10791,train,4
1138,train,4
2154,train,4
4245,train,4
13181,train,1
8010,train,4
11933,train,4
9463,train,2
8255,train,1
3069,train,1
3820,train,4
5195,train,1
1015,train,1
12608,train,4
13256,train,2
10038,train,4
42,train,3
5944,train,2
3902,train,3
6197,train,2
8271,train,1
12016,train,1
9197,train,4
1506,train,4
12116,train,2
2758,train,1
12653,train,4
469,train,2
8083,train,2
2816,train,3
1864,train,1
9372,train,4
2945,train,4
7157,train,4
1087,train,4
6402,train,1
1409,train,3
2576,train,4
602,train,1
7170,train,2
1140,train,2
3685,train,2
8424,train,1
6718,train,2
7590,train,1
13744,train,2
1609,train,3
7849,train,3
10527,train,2
12832,train,2
5783,train,2
830,train,4
9875,train,2
4008,train,4
5257,train,4
2170,train,3
11053,train,1
12082,train,3
11487,train,4
6492,train,1
12795,train,3
2916,train,2
12046,train,1
7693,train,1
10845,train,2
8535,train,3
9608,train,3
6730,train,3
10697,train,4
1680,train,2
205,train,4
4018,train,4
4548,train,2
533,train,1
10092,train,1
4593,train,4
10979,train,4
2229,train,1
2561,train,3
6922,train,1
12633,train,2
10813,train,3
8790,train,4
4760,train,4
9964,train,4
4880,train,4
4599,train,3
8784,train,1
1036,train,4
8766,train,3
9523,train,1
795,train,4
13439,train,2
897,train,4
8651,train,4
12587,train,3
490,train,2
7647,train,1
7634,train,1
7011,train,2
13571,train,1
8481,train,3
7024,train,2
3357,train,3
2158,train,2
4458,train,2
12573,train,4
920,train,3
3632,train,1
8124,train,4
132,train,4
5837,train,2
5939,train,2
4332,train,3
9546,train,2
4619,train,2
8247,train,2
1170,train,2
11085,train,4
2614,train,2
9695,train,4
12195,train,4
8574,train,3
10449,train,1
4688,train,1
4993,train,1
11505,train,4
11285,train,3
4010,train,4
3100,train,1
12555,train,2
7201,train,1
6526,train,1
14510,train,3
5335,train,4
13122,train,2
13589,train,3
12035,train,1
10249,train,3
589,train,4
6842,train,1
10764,train,1
4976,train,1
2232,train,2
3385,train,3
6918,train,3
1817,train,4
8775,train,1
6168,train,2
1098,train,4
6573,train,2
11534,train,1
9376,train,4
13253,train,1
8279,train,2
4464,train,3
7358,train,2
13040,train,2
12188,train,1
1577,train,1
12416,train,3
4939,train,4
6007,train,1
3554,train,3
5922,train,1
11427,train,1
1062,train,4
4644,train,3
11598,train,2
13219,train,3
6083,train,1
1642,train,4
8620,train,1
9367,train,4
6388,train,4
6785,train,2
5142,train,2
13433,train,2
6147,train,3
3423,train,1
1774,train,2
10033,train,4
3725,train,4
5118,train,3
5960,train,2
1842,train,4
8250,train,1
3202,train,2
7499,train,1
7600,train,4
13758,train,1
9145,train,1
4515,train,3
9244,train,2
850,train,1
12516,train,4
443,train,4
519,train,1
7365,train,1
13886,train,2
12947,train,2
8327,train,4
13072,train,3
13404,train,1
10706,train,2
10720,train,1
11557,train,2
6719,train,1
13074,train,4
13652,train,2
334,train,4
5156,train,1
7840,train,3
2069,train,3
13810,train,2
6759,train,2
2883,train,1
2381,train,1
8904,train,4
7095,train,1
1202,train,2
1585,train,4
5170,train,2
13698,train,3
12337,train,3
5759,train,4
12043,train,2
7137,train,1
9479,train,4
12467,train,4
11073,train,2
2861,train,3
12719,train,2
11584,train,3
10664,train,3
6308,train,1
681,train,2
5158,train,4
12936,train,2
4325,train,3
673,train,3
2873,train,1
3547,train,3
12073,train,2
6824,train,1
6307,train,1
11250,train,4
12002,train,3
2781,train,3
1086,train,4
8941,train,3
3395,train,4
13107,train,2
591,train,2
12329,train,1
3230,train,2
12547,train,4
5212,train,4
5622,train,2
7033,train,1
6624,train,1
491,train,2
9283,train,3
9467,train,2
8096,train,1
9281,train,4
1298,train,3
8076,train,3
358,train,4
2891,train,4
2003,train,4
315,train,4
5353,train,3
5555,train,2
11711,train,2
6500,train,3
11820,train,2
3211,train,4
4282,train,1
8758,train,2
3448,train,1
157,train,4
7397,train,2
11310,train,4
938,train,1
12511,train,2
3463,train,1
13482,train,2
4907,train,2
7189,train,2
4102,train,1
6066,train,3
1769,train,3
9882,train,4
5561,train,2
4065,train,2
13454,train,1
8119,train,3
5924,train,1
3500,train,3
4449,train,2
7716,train,2
8474,train,3
10810,train,3
4810,train,3
10722,train,1
10371,train,4
11775,train,3
7987,train,4
10786,train,3
7082,train,2
6204,train,4
10522,train,1
2439,train,2
7042,train,2
418,train,4
6067,train,2
2731,train,3
9814,train,3
12122,train,3
13441,train,2
9140,train,1
1493,train,3
6818,train,3
6630,train,1
4208,train,4
688,train,2
12786,train,1
1792,train,2
1575,train,1
7263,train,3
1581,train,3
5081,train,2
4488,train,3
9652,train,3
11349,train,2
9016,train,3
4114,train,4
9242,train,1
7464,train,3
12864,train,4
10026,train,1
5092,train,4
6433,train,1
4486,train,3
13327,train,2
5882,train,1
3250,train,2
3112,train,4
10346,train,3
4146,train,4
8635,train,3
12869,train,2
11489,train,4
1488,train,3
2955,train,3
9930,train,2
18,train,3
12325,train,2
145,train,4
10171,train,1
8745,train,3
10866,train,4
10286,train,2
11433,train,1
7686,train,2
8515,train,2
2488,train,2
11665,train,4
8203,train,2
4655,train,1
9595,train,2
5713,train,2
6756,train,1
8860,train,4
12455,train,4
14564,train,3
3418,train,2
10111,train,3
9849,train,4
3342,train,2
13721,train,2
12368,train,3
6620,train,2
1810,train,1
8238,train,3
9079,train,2
7350,train,2
8809,train,2
10622,train,4
1418,train,3
3853,train,2
8107,train,2
10871,train,2
10043,train,4
6609,train,2
2783,train,3
10214,train,4
4555,train,3
13444,train,4
4135,train,1
12028,train,1
8266,train,2
3199,train,4
3359,train,4
13087,train,3
8446,train,3
7937,train,3
641,train,1
1617,train,2
11744,train,2
3669,train,2
3805,train,3
10397,train,1
3807,train,1
7318,train,2
10639,train,2
1365,train,4
13722,train,2
8731,train,3
1276,train,3
1566,train,1
7975,train,3
6807,train,4
6373,train,3
3741,train,2
3327,train,1
6961,train,1
13619,train,1
180,train,4
305,train,4
12814,train,1
8071,train,1
5303,train,2
4687,train,1
3293,train,3
10339,train,4
5731,train,3
12290,train,4
2593,train,2
10174,train,1
12702,train,2
684,train,1
1695,train,2
12245,train,4
7907,train,4
10501,train,4
3171,train,3
14636,train,3
7690,train,4
1435,train,1
13714,train,1
12194,train,4
2281,train,2
10517,train,1
5721,train,3
7508,train,3
1736,train,2
817,train,1
1853,train,4
2839,train,2
1147,train,1
3913,train,4
4701,train,3
6760,train,1
7054,train,1
3507,train,4
9448,train,3
8252,train,3
1509,train,4
2294,train,2
773,train,4
2099,train,4
1621,train,2
13414,train,1
7995,train,3
9713,train,4
2971,train,3
395,train,4
12199,train,2
7039,train,2
4357,train,4
9471,train,3
6653,train,1
2755,train,1
12504,train,4
8244,train,2
12258,train,4
9007,train,1
11152,train,1
496,train,1
7393,train,1
11620,train,1
1426,train,3
5264,train,4
9179,train,4
4638,train,3
7712,train,4
11544,train,3
11800,train,3
2227,train,2
10289,train,1
2848,train,3
11918,train,3
2746,train,4
7524,train,3
10612,train,2
7164,train,3
1387,train,4
6429,train,2
7195,train,3
2451,train,3
3988,train,3
5202,train,2
1230,train,3
991,train,4
1773,train,4
1793,train,2
11571,train,1
11723,train,3
3850,train,4
4337,train,3
73,train,3
4610,train,3
2293,train,2
3591,train,4
12079,train,1
6757,train,4
2760,train,2
8478,train,3
13091,train,3
10142,train,4
11983,train,2
21,train,3
8436,train,3
9670,train,2
13452,train,1
7885,train,2
11507,train,3
7979,train,4
11815,train,2
4189,train,3
1132,train,4
5253,train,4
9365,train,1
13248,train,2
3592,train,4
3287,train,1
12394,train,4
6921,train,2
4818,train,1
1390,train,4
12756,train,2
9578,train,4
1422,train,2
8709,train,4
7168,train,4
8976,train,4
2752,train,2
13957,train,2
4747,train,2
13304,train,2
3839,train,3
343,train,4
3694,train,4
6976,train,3
12145,train,1
8799,train,1
5528,train,2
8640,train,3
5554,train,2
2609,train,3
3219,train,3
4438,train,3
682,train,2
3050,train,1
7282,train,2
911,train,1
9191,train,4
5423,train,4
14241,train,3
10010,train,3
241,train,4
3754,train,2
6156,train,3
553,train,4
3777,train,1
12519,train,1
13282,train,2
11594,train,2
9453,train,4
10731,train,4
11520,train,3
11293,train,2
9262,train,1
5084,train,3
5906,train,1
6553,train,4
524,train,1
1523,train,2
5386,train,1
4641,train,3
13314,train,3
6779,train,4
12792,train,1
3049,train,1
3363,train,3
1906,train,4
5615,train,2
885,train,3
7894,train,4
9833,train,3
11438,train,2
12641,train,4
11124,train,2
5543,train,1
10558,train,1
4222,train,2
6196,train,2
12949,train,1
273,train,4
1759,train,2
12102,train,3
5085,train,1
5510,train,1
9751,train,4
12744,train,4
11019,train,4
1501,train,4
2486,train,4
5176,train,3
12441,train,4
11215,train,2
11467,train,2
2035,train,3
10505,train,4
7957,train,4
1818,train,4
5372,train,3
4580,train,1
9193,train,1
452,train,2
5274,train,3
10013,train,3
11590,train,1
10668,train,4
4962,train,3
1903,train,4
11143,train,4
12377,train,2
13259,train,2
757,train,4
10083,train,4
3729,train,3
12468,train,2
12421,train,1
7103,train,1
12602,train,4
13605,train,1
4448,train,2
8639,train,3
11978,train,3
8396,train,1
13031,train,1
5691,train,3
11728,train,2
2226,train,2
11432,train,4
9286,train,3
11320,train,4
3953,train,3
587,train,1
9587,train,3
4452,train,1
8974,train,4
9667,train,2
3194,train,3
13208,train,1
1806,train,3
4765,train,4
2927,train,3
4855,train,4
2203,train,2
5241,train,2
8786,train,1
10031,train,3
1779,train,2
5167,train,3
13511,train,1
1683,train,3
6478,train,1
2106,train,1
8467,train,3
3748,train,1
4288,train,3
9775,train,2
12038,train,4
7577,train,1
2376,train,2
13800,train,2
957,train,4
9574,train,4
1246,train,3
5151,train,4
2888,train,3
8139,train,3
4541,train,1
7860,train,3
3102,train,3
10910,train,3
6513,train,2
7480,train,1
8667,train,1
12050,train,3
6556,train,1
12546,train,4
1545,train,2
7461,train,3
12810,train,2
5497,train,2
6250,train,4
10239,train,1
2179,train,2
6791,train,3
3176,train,2
10967,train,3
4550,train,3
8448,train,4
4119,train,4
5249,train,3
5583,train,1
13056,train,1
3709,train,2
8729,train,4
2656,train,3
3147,train,4
9360,train,2
8488,train,3
3181,train,3
141,train,4
2958,train,4
4886,train,4
8458,train,1
13909,train,2
11858,train,4
10950,train,1
2213,train,4
11324,train,2
2202,train,4
12778,train,3
2466,train,1
12848,train,2
1519,train,2
5679,train,3
8088,train,4
11753,train,3
12071,train,4
12821,train,2
129,train,4
2517,train,4
1258,train,3
9922,train,4
12155,train,2
253,train,4
5852,train,4
7434,train,1
10785,train,3
12472,train,4
10772,train,4
547,train,4
12198,train,2
7229,train,2
717,train,1
4651,train,2
2647,train,3
13504,train,1
9772,train,2
6657,train,3
7730,train,2
12445,train,4
2774,train,1
2700,train,4
9684,train,4
6047,train,1
5479,train,3
1290,train,3
2586,train,3
2596,train,1
3178,train,1
9201,train,3
482,train,2
13629,train,2
12017,train,1
2972,train,3
9329,train,1
1432,train,4
1711,train,2
2140,train,1
3467,train,2
3572,train,3
7519,train,4
720,train,4
213,train,4
12242,train,3
6703,train,2
4134,train,1
12552,train,1
1593,train,3
6545,train,1
4778,train,2
4866,train,2
8543,train,3
6763,train,2
2682,train,3
12041,train,4
9948,train,4
9274,train,4
4039,train,4
3974,train,3
3856,train,2
9639,train,4
3936,train,1
5143,train,2
8647,train,1
8338,train,2
13223,train,2
6063,train,2
8959,train,4
2951,train,3
11519,train,3
10994,train,3
12700,train,2
8926,train,4
5578,train,1
8385,train,1
3043,train,1
9493,train,3
4680,train,2
3033,train,1
9228,train,2
11974,train,3
581,train,1
13246,train,2
4055,train,4
7643,train,3
4157,train,2
7264,train,2
9869,train,4
2378,train,2
3126,train,2
4441,train,4
10178,train,4
13872,train,2
965,train,3
7776,train,2
8382,train,4
85,train,4
6962,train,1
8792,train,4
5954,train,1
3253,train,4
5111,train,3
3189,train,4
8562,train,3
568,train,1
2065,train,2
14649,train,3
1889,train,3
6681,train,1
9950,train,4
12743,train,4
10312,train,2
4975,train,3
13005,train,4
2673,train,4
4339,train,4
7213,train,1
7298,train,4
10779,train,1
3865,train,4
6729,train,1
7986,train,4
12919,train,2
139,train,4
1770,train,4
4196,train,3
7006,train,3
13760,train,2
5832,train,1
10605,train,3
12809,train,4
10321,train,2
5311,train,4
11119,train,3
11158,train,4
10091,train,1
10191,train,1
1204,train,2
5153,train,4
10415,train,2
11663,train,3
6802,train,2
2476,train,1
9418,train,4
3220,train,4
2730,train,4
11273,train,2
2820,train,1
7597,train,3
2366,train,4
7841,train,3
9259,train,1
1108,train,4
13345,train,1
10221,train,3
11394,train,4
13307,train,2
1797,train,3
497,train,1
2830,train,4
9458,train,4
12185,train,4
10970,train,3
3673,train,2
5637,train,3
12025,train,2
8325,train,3
2332,train,4
6931,train,4
8016,train,3
7853,train,1
12204,train,3
3608,train,2
13135,train,2
6368,train,1
9668,train,2
10045,train,4
9440,train,1
5321,train,2
3332,train,4
2382,train,1
7232,train,3
4609,train,3
12586,train,3
4423,train,3
1570,train,3
1343,train,3
10831,train,4
11325,train,2
5988,train,1
9788,train,3
12966,train,2
11225,train,3
13117,train,2
3060,train,4
13870,train,3
6179,train,2
4306,train,1
5781,train,4
629,train,1
3646,train,1
7898,train,1
11922,train,3
3334,train,2
3379,train,3
80,train,4
5681,train,4
6348,train,2
7983,train,2
11993,train,4
506,train,1
2762,train,1
1611,train,3
5518,train,1
9194,train,1
6314,train,1
2793,train,1
58,train,3
131,train,4
7307,train,2
11402,train,3
5198,train,1
9232,train,2
3743,train,2
4837,train,3
6409,train,1
11985,train,1
13243,train,4
8301,train,2
8678,train,1
13918,train,2
5672,train,1
6277,train,3
11016,train,2
708,train,3
5192,train,1
8797,train,1
4812,train,4
10667,train,4
4724,train,2
3614,train,4
7001,train,4
11708,train,2
10984,train,2
11500,train,2
11699,train,2
4635,train,4
2539,train,3
9498,train,1
11718,train,3
11592,train,1
12414,train,3
6470,train,2
11981,train,4
3945,train,3
11266,train,2
4821,train,1
6897,train,1
3138,train,1
5676,train,1
10282,train,3
7583,train,1
5892,train,3
5425,train,1
1828,train,2
8041,train,1
5126,train,1
5753,train,1
5433,train,1
2223,train,2
12579,train,4
9307,train,3
5359,train,4
6036,train,3
10596,train,3
3852,train,4
1029,train,4
2365,train,3
1694,train,2
1640,train,4
4314,train,3
8757,train,4
12621,train,3
10858,train,1
4047,train,4
1050,train,2
13352,train,2
4639,train,3
8815,train,4
4807,train,1
3336,train,2
8735,train,2
11456,train,2
13082,train,2
8457,train,2
13490,train,1
5859,train,2
3305,train,1
6839,train,2
2334,train,1
12543,train,3
5091,train,4
10409,train,2
6611,train,2
5609,train,1
1912,train,3
11522,train,1
12913,train,3
1287,train,2
6949,train,3
2688,train,2
9031,train,3
11497,train,2
12955,train,2
5641,train,3
8392,train,1
2354,train,2
326,train,4
8529,train,3
3441,train,2
8413,train,3
13983,train,2
14380,train,3
3388,train,2
3475,train,3
3788,train,4
9343,train,1
9019,train,4
3298,train,4
10846,train,2
11506,train,1
9362,train,1
8662,train,4
2337,train,4
13123,train,2
10723,train,1
11926,train,4
10987,train,1
6158,train,3
4742,train,3
9120,train,3
10842,train,4
2892,train,4
6113,train,2
12314,train,4
7876,train,3
